,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9678,9679,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8P8wJrxsEpOBy6yvX7XL/E1IfQ==',Chia,b'ZjVGSQnKdRZncZ9ft8PDdA0xln1eWo0mDT4bEagiWk3nFzK2c6nXDg==',Spain,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,0,0,117173.8,0
9679,9680,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJCaBeI06z01UJ5IRPZoTgwN7A==',Nwachinemelu,b'ZjVGSQnKdRZncZ9ft8PDdA0f77L5dpWqM4ia7NT9ajfKYiPwlk7U5Q==',France,Male,19,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,0,3453.4,0
9680,9681,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LqaRH/DpJBjjhc9EUOiww6jdqg==',Becher,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4uBXncjdfjG4J41CDff1CEiaHNDlw==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,1,0,48876.84,0
9681,9682,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKZRj9drOWZ6HRti8eO3xV8hVg==',Romano,b'ZjVGSQnKdRZncZ9ft8PDdA0xjgkCsdyPxxHG5/ATKFbH5bGQ0rvItQ==',Spain,Female,63,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',129968.67,1,1,1,11830.53,0
9682,9683,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PcdzHCBpeVxd4RA5uehUWwfOoA==',Walker,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF0Icb8aoSuqkAHss9bw1NXLgq9tsQ==',Germany,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',157731.6,2,1,0,162820.6,0
9683,9684,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKZTnHjk5+z6W/ceQ3nMFBb6nA==',Chiawuotu,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlHLT7u/ev/xWCLwskMnnG0m7ahtsA==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,1,36540.63,0
9684,9685,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DgNsAqnLdH+ifafXKmnb6ZByZg==',Watt,b'ZjVGSQnKdRZncZ9ft8PDdA0hFhLjj2URMX5lmOJesiBONtl9NtyT6Q==',France,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',89276.48,1,1,0,6959.0,0
9685,9686,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PqbCUtU3JM57PxK/TzvteLrxBg==',Udegbunam,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4bWKyYjguKp+Bx5fD+b0u//u9EFag==',France,Male,45,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',138825.19,1,0,0,10828.78,0
9686,9687,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4J8oUritFbuJLJPOWMBFsNddCA==',Watson,b'ZjVGSQnKdRZncZ9ft8PDdA0hGveqmwv3OmfQr7YurbFcezs6KB5K5w==',France,Male,63,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',103729.79,2,1,1,80272.06,0
9687,9688,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSqPujwjJexZqabAhvuof40ukQA==',Bryant,b'ZjVGSQnKdRZncZ9ft8PDdA0hGvXyV5+0FUa5rWdgxTEwI+vuDLi2LQ==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',75499.24,1,1,0,22184.14,0
9688,9689,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3n5nyvAWbO8JlSlKoM64nSwM3w==',Ward,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',France,Male,68,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',169445.4,1,1,1,186335.07,0
9689,9690,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozo8gSFe1VnXhCd8jpQ0B9Q2/iQ==',Urban,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDnrcEUUCD2sByc/17YLRM1VQnq2Bg==',France,Female,57,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',111359.55,2,1,0,105715.01,0
9690,9691,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPDCRUjVOLx1osKMUitXDpB5jQ==',Sutherland,b'ZjVGSQnKdRZncZ9ft8PDdAziZ6c7AWeI96ntc1iuMRFLrXS7Lc+wYA==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',142388.61,2,0,1,68393.64,1
9691,9692,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZAIMBK50wgce5hMKo7K/4MIe5w==',K'ung,b'ZjVGSQnKdRZncZ9ft8PDdA0hKJNCH8Y/h0Z21BzzqD1bsDym22QPHA==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',123311.39,2,1,1,82868.34,0
9692,9693,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PdvkyF0OeC+LyIO5ZTQ7/+xC8g==',Iweobiegbunam,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5EKGCuOGqq9lDkUKmZbeJ91GYpIRQ==',Spain,Male,52,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',115532.52,1,1,0,196257.67,0
9693,9694,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozo9ivtfE9BDs6ItGb/QZbuKoLQ==',Wei,b'ZjVGSQnKdRZncZ9ft8PDdA0xnt5ytRbtynuaHpMaNTxGu+o16oT2pw==',Germany,Female,51,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',167273.71,1,0,0,93439.75,1
9694,9695,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/Lpjd2QcCaJLay9HY0W3e8xGX6A==',Lascelles,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk5MpqUyjymYijsL29pgMemVUGBW1vg==',France,Male,25,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',77886.53,2,1,0,150319.49,0
9695,9696,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LpSTScOZmmgBS7RgUb6XichvUg==',Ts'ao,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Germany,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',135795.63,1,0,1,46523.6,0
9696,9697,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjF4AxtIVQtAvLVG1vFGHSh65A==',Mack,b'ZjVGSQnKdRZncZ9ft8PDdA0PoeLWohvc8DS9voRZs/iiMKV3RJNuiw==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',97514.07,1,1,1,199138.84,0
9697,9698,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7Zs7vEB9S4redz1eVADcIlzw==',Campbell,b'ZjVGSQnKdRZncZ9ft8PDdA0PuUESf7svZHSA9wCT4EcBIdH2H9cqLg==',Germany,Male,51,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',127545.56,2,0,0,79559.02,1
9698,9699,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSqPrzt7t//t5Uxra0yRyTYYcCA==',Fiorentini,b'ZjVGSQnKdRZncZ9ft8PDdA0hEhh00/LoV4bRg3MVq6/Tk55i4ON2Pw==',France,Male,49,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',106160.37,1,0,0,116893.87,0
9699,9700,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZURx9B5vZLMNQYl2Ib6wCOlJ3g==',Long,b'ZjVGSQnKdRZncZ9ft8PDdA0hKNhlmlPSKKWwjgFGuiF8RmrDsKukWA==',France,Female,23,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,0,153983.99,0
9700,9701,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkNZCxeAsQEAnv4UFZG7PqXS8tw==',Lloyd,b'ZjVGSQnKdRZncZ9ft8PDdA0PrRKc7nqqs0tWpaPuT+tDgpcDnDPiyg==',Spain,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',143680.47,2,1,1,63531.19,0
9701,9702,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dg9r2W8b+sn85dWsEUGL0zfpYg==',Sneddon,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL70CdPUnP3nY7D7twwjf3l1xR1tjA==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',124483.53,1,1,0,126253.31,0
9702,9703,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LX7kmkv3d8pip9CPmFhGzzRjJg==',Gorshkov,b'ZjVGSQnKdRZncZ9ft8PDdA0xih3E5LW6VIc1VE1CNrCKvf1vQTn3zg==',Spain,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',86006.3,1,1,1,73922.95,0
9703,9704,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EJ7okeveVvcoQfPw9xu2eAohfg==',Forbes,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBaOtAzz7L17sEFA3echn5dUtgqrFA==',Germany,Female,43,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',111094.05,2,1,1,64679.3,0
9704,9705,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDiHAbGt514Ct9kntKUql5TTMw==',L?,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkc4RzawZxCWKoTMUmS3fqPD08QWVw==',France,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,0,157072.91,0
9705,9706,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZUwa0irEnq+sVN77YpAX2onHtg==',Hopetoun,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAzGIZZkGZUsaIX5DyLmqlrhcAiksg==',Spain,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,0,1,108377.82,0
9706,9707,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZAIINT1Ki8m27DYoGUwUeRRi2w==',Lucchesi,b'ZjVGSQnKdRZncZ9ft8PDdA0PscPQCTyMLpN+FsWVCPlrP/r4ToxL1Q==',France,Female,30,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,0,88827.31,0
9707,9708,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LX7gkfqtGwQd//ka3gvpQ38NyA==',Faria,b'ZjVGSQnKdRZncZ9ft8PDdA0xilR+YyliuOwUmwuCAEM4yVKFGRa0fg==',France,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',115171.71,1,1,1,37674.47,0
9708,9709,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJRMJWHdEuwkDQh2NEU6+8Gljg==',Yefremov,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEW7HLZ3ibzJge0c11NVinRk898e7A==',Germany,Female,22,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',111543.26,2,0,0,106327.85,0
9709,9710,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LVTGOZfZRhQBo0VPYTW9WI8P/w==',Genovesi,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5CKPSwL9TVP4hVuR7G96RK0VDV4mw==',France,Female,57,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',137936.94,1,1,1,84475.13,0
9710,9711,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HiVuWpgasqQ9omN8ILUFUb0F3A==',Marquez,b'ZjVGSQnKdRZncZ9ft8PDdA0PpV4OCCAbB9YUxf2sY1dZwmLE4CSFCw==',Germany,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',122304.65,2,0,0,33998.7,0
9711,9712,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/Pq5fnZQSwxjb4kmQ441/a5Xz+g==',Trevisani,b'ZjVGSQnKdRZncZ9ft8PDdA0Pvd5vCuHJbKTqT1fcNpd+KEq0jfBw0g==',Germany,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',120586.54,1,0,1,20491.15,0
9712,9713,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4L1EneNyU3kkks97dL6hE8JuXQ==',Tung,b'ZjVGSQnKdRZncZ9ft8PDdA0xln+8P9uukv0nY1XxrlG1JuKPb8Oa5A==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,197827.06,0
9713,9714,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjlqNmYJwUYInK9ZQiU9N8z1rg==',Barnhill,b'ZjVGSQnKdRZncZ9ft8PDdA0hNOkwjBWjmn4tVpSTc5wvgyA/nCWJAQ==',France,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',46520.69,1,1,1,96687.25,0
9714,9715,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LVjVFokTkImkA6zx+TiyE6nutA==',Marshall,b'ZjVGSQnKdRZncZ9ft8PDdA0hODEH4/fqpMB+60EejkxAmL3ohBZgzA==',Spain,Female,56,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',105473.74,1,1,1,46044.7,0
9715,9716,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvJ5tN9FSiecKVorK/yHqnajuQ==',Bednall,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBhlX/fsySUqbc2AyZ1vJXYfuwFN0Q==',Spain,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,0,98949.85,0
9716,9717,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4KFVLRgf60fbzCyneaU5/fk1dg==',Pan,b'ZjVGSQnKdRZncZ9ft8PDdAzicy25Gnfm7UIFxF9u1AtICrUDbF/dsQ==',Germany,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',115730.71,3,1,1,185599.34,1
9717,9718,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LqIvjSo1f+dimwHfwBl8exVmNw==',Ogg,b'ZjVGSQnKdRZncZ9ft8PDdA0hJI3sCrO9iN4Eks7o2yNijwv2BhaQUg==',Spain,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',145396.49,1,0,1,198341.15,0
9718,9719,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4KlJbyH7oRbmORdOm2tLbRmsgg==',T'ang,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Spain,Male,62,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',131078.42,2,1,0,119348.76,1
9719,9720,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozrle9poZyet1Sv2Rx2EzyXoH+g==',Baresi,b'ZjVGSQnKdRZncZ9ft8PDdA0PsYjs8nI0t98Cle753oSJ3e04e3tHjg==',Germany,Female,47,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',128298.74,1,0,0,149614.17,1
9720,9721,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjHljI9SJ3jKWV070c2gVRQBpw==',Obiajulu,b'ZjVGSQnKdRZncZ9ft8PDdAzid6URWYgi5yRWwFEP0kxJT1nSVPehlg==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',165526.71,1,1,0,12328.08,0
9721,9722,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzrkQFQeJ1ISoVyJldXFPpnYuAw==',McGregor,b'ZjVGSQnKdRZncZ9ft8PDdA0PrR/pFQeaTJ4jE1Z/O+nPZwqac6JLUw==',France,Female,38,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',83714.41,1,1,1,33245.97,0
9722,9723,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pc+ZjZeSTqsU381waLgqO3FsRw==',Lung,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL+c6uYu07adlw5JSV388XQl6pawxQ==',France,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,2243.41,0
9723,9724,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBM1MYzTfGDV5OXYd8r+INLrtg==',Jamieson,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZRrA08w4emuXA5Lwz6yl5TQg33stw==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',125540.05,1,0,0,86786.41,0
9724,9725,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxICMZ2aru32TAZUwSgQ6GeMC2w==',Pinto,b'ZjVGSQnKdRZncZ9ft8PDdA0f63/+P9oiw57n5BiTZd9NMssPpV0/kA==',France,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',100254.76,2,1,1,12706.67,0
9725,9726,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8NHSFIAX5xyWZoLWSfSNc+654g==',Fallaci,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkc4RzawZxCWKoTMUmS3fqPD08QWVw==',France,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,0,41295.1,1
9726,9727,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELRyqyWsC/C+BgfZlB/CTAr/jQ==',Goliwe,b'ZjVGSQnKdRZncZ9ft8PDdA0hElci3oKoyLgRKqGXxxT13Llupx2JYA==',Spain,Male,43,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',138150.57,1,1,1,177357.16,0
9727,9728,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLLuv4PGMKCLas+fHvzR8BusOg==',Ferri,b'ZjVGSQnKdRZncZ9ft8PDdA0PuUwyqVCoDAqF7pztKgB0FX7fVEqA6A==',France,Female,45,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,1,0,1,190663.89,1
9728,9729,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWuofSn2H9bhY5xY6EXD4UawzCw==',Rowley,b'ZjVGSQnKdRZncZ9ft8PDdA0xnt80/G0DZl5YoGs6exLndXf10MQfUw==',Germany,Female,43,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',95984.21,1,0,1,115262.54,1
9729,9730,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IA/HRA/vzdjBfGjencnA4Llvng==',Tretiakova,b'ZjVGSQnKdRZncZ9ft8PDdA0xjgkCsdyPxxHG5/ATKFbH5bGQ0rvItQ==',France,Male,23,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,1,170099.23,0
9730,9731,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjF7L6HKYPN8F4CMrczHKY4qFA==',She,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk9l+VZcxgf7T3B4MWYf9fWqipq+82Q==',Germany,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',136858.42,1,0,1,189143.94,0
9731,9732,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hhc16yl5RHfAjqqcY+v6zy6Lpw==',Nebeolisa,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlCuU64c+sAs+OXmgzm9DfLaG25oSw==',Germany,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',102609.0,1,1,0,163257.44,0
9732,9733,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hj1ApX+dKN3a34gTuIFkS+VY5g==',Young,b'ZjVGSQnKdRZncZ9ft8PDdA0hODNx6VljTt3wUSe87h3mLj5vS9T0pQ==',Spain,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,0,1,95562.81,0
9733,9734,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgD7l/ctxbA/Y9EWXLfZ9acnOcQ==',Fitzgerald,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAzGIZZkGZUsaIX5DyLmqlrhcAiksg==',France,Male,64,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,75272.63,0
9734,9735,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZp9zIZghoiruHqT6/BcocJOMw==',Arnold,b'ZjVGSQnKdRZncZ9ft8PDdA0xgpivQtGWIHQPtdyoc8NalzlGApDqWA==',Germany,Male,70,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',77356.92,2,1,1,20881.96,0
9735,9736,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWtwfQRWWYHAnULkUmT128UxV1g==',Chidimma,b'ZjVGSQnKdRZncZ9ft8PDdA0hMAKyv9IONOoIFOSEdRObvmhqKy84Yw==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',110923.15,2,1,1,161845.81,1
9736,9737,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PqbDtsBtw5apb7zwCCajPOL2xA==',Wells,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkR+lP4be6T2QJgAg+pcigKdPmGXvw==',Spain,Male,78,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',151675.65,1,0,1,49978.67,0
9737,9738,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdCHsElk2/FcU86uNcV0q81nd2w==',Calzada,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Spain,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,3,1,0,107292.91,0
9738,9739,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKwhRFDtVujGJ3OYypmrC88tkw==',Black,b'ZjVGSQnKdRZncZ9ft8PDdA0hKNW3WWIHIp+xX1njabdyFQzMTWAZ0A==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,1,0,0,32863.24,1
9739,9740,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkNZD1yggoLSFmgZp0Y1OPx1tEw==',Sopuluchukwu,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLmxXu2gZbLA4p/73ZHUxBRV3BGwXQ==',France,Female,25,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,0,179608.96,0
9740,9741,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZUwX4rw3Lmfx66R2L7gXx7x03g==',Ts'ao,b'ZjVGSQnKdRZncZ9ft8PDdA0hGrnGvU96Q0+hQuRTrAwrHiXeaIlAOg==',Germany,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',80204.11,2,1,0,70223.22,0
9741,9742,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjUNI0MUUf8ANQwLTofzj9pzcQ==',Ukaegbunam,b'ZjVGSQnKdRZncZ9ft8PDdA0hJIpSef6YTOybCTiAftoWfTD12gYIqw==',France,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,0,77951.84,0
9742,9743,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjVsB3SnPb2Z2Tc0jfgNrZZmBw==',Wood,b'ZjVGSQnKdRZncZ9ft8PDdA0hNOh02XJzOn1fPZ1DMRnPkiPf+xTQEQ==',France,Male,45,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,1,55043.93,0
9743,9744,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7YSHg0OQ4nflWQn3VP+HXP9g==',Furneaux,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMcrvQUaHE29LGdPdy47QZC95HBROQ==',Germany,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',115587.49,2,0,1,101677.46,0
